osm_id,name,city,state,lat,lon
656314772,Pista da Praça do Verbo Divino,,,-25.5332084,-49.2044731
656863590,Pista de skate,,,-28.6006954,-51.788048
658602945,,,,-4.3283529,-38.8825188
659502085,,,,-8.0546391,-34.9141451
661925168,,,,-22.2812335,-51.5046373
662240391,,,,-19.7997942,-41.7142423
664834491,,,,-8.0375477,-34.8751271
666658477,,,,-5.5302534,-35.8183603
666798094,Skate Park,,,-15.6385288,-47.8294665
667052679,,,,-22.5513095,-55.7150225
669215371,,,,-4.249555,-49.9371649
670825936,,,,-23.4783377,-46.8965595
670855176,,,,-23.5079469,-46.8804306
670930974,,,,-21.261039,-52.0390088
671414545,,,,-29.2993336,-51.5003546
671424611,,,,-5.3408521,-49.0926209
671657353,Rampa,,,-5.3701719,-49.1278619
672453319,Pista de Skate do Jardim América,,,-18.880057,-48.2910275
673508589,,,,-23.4067792,-46.7416123
675150394,Halfpipe,,,-8.1030279,-34.8856989
675150401,Halfpipe,,,-8.106712,-34.8874365
675507300,,,,-11.8375021,-55.5135593
676094492,,,,-23.1573209,-47.058323
677146072,,,,-23.4848173,-51.7930031
678696918,Pista de Skate,,,-22.7414002,-47.3788178
679149256,,,,-22.2343495,-50.9062241
679915243,Pista Municipal de Skate João Francisco Guariglia de Arruda,,,-23.1114333,-47.7160599
681276324,,,,-22.2853424,-51.9096963
681276342,Pista de Skate da Praça do Floresta,,,-27.5769295,-48.6174197
681279284,,,,-23.8712796,-46.7908894
681284288,Pista de Skate,,,-23.2499805,-47.0534795
681284745,,,,-23.4922885,-46.3566186
681286168,,,,-22.7733018,-47.5934868
681288717,,,,-18.0271687,-49.3704214
681289325,Pista de Skate parque nelson bugalho,,,-22.1027818,-51.402794
681292116,,,,-22.9769609,-47.1291051
681292318,,,,-22.9348775,-47.1231084
681293261,,,,-22.2917406,-51.3869387
681293879,,,,-22.6971028,-45.7368736
681295617,,,,-22.8515566,-47.0698138
681295618,pista de esportes radicais bau,,,-19.8177619,-43.1479358
681298486,,,,-24.2141521,-50.9308314
681299307,,,,-29.6961825,-53.8750726
681300744,,,,-7.3147121,-39.3014697
681301153,,,,-19.4724764,-42.5735919
681301567,,,,-23.5289805,-46.8196625
